timestamp,value,label
1476460800,0.0126036806477,0
1476460860,0.017785768231900003,0
1476460920,0.012013594431100002,0
1476460980,0.017061569132900002,0
1476461040,0.0236316875479,0
1476461100,0.0144916565357,0
1476461160,0.0128803135405,0
1476461220,0.0638057255683,0
1476461280,0.0130068216346,0
1476461340,0.015306903787200003,0
1476461400,0.0164837447652,0
1476461460,0.011614220954,0
1476461520,0.0127073220506,0
1476461580,0.013885139790299999,0
1476461640,0.00934096486623,0
1476461700,0.023608838298800002,0
1476461760,0.011027030138299998,0
1476461820,0.0100876120442,0
1476461880,0.0114122231273,0
1476461940,0.0109104466418,0
1476462000,0.013620228039,0
1476462060,0.0102209400286,0
1476462120,0.013443713229700002,0
1476462180,0.0094109079873,0
1476462240,0.009999930231299999,0
1476462300,0.0097590537969,0
1476462360,0.007498373517200002,0
1476462420,0.0123812057078,0
1476462480,0.013116358492499999,0
1476462540,0.0099898137699,0
1476462600,0.01167089058,0
1476462660,0.0141780287901,0
1476462720,0.00961236510658,0
1476462780,0.008578445309189999,0
1476462840,0.0113222912739,0
1476462900,0.009569370145620001,0
1476462960,0.009074692625270001,0
1476463020,0.009127786605459999,0
1476463080,0.0096488018098,0
1476463140,0.0075684736178400006,0
1476463200,0.00793038130338,0
1476463260,0.0074020927121400005,0
1476463320,0.011766299276299998,0
1476463380,0.010093420288399999,0
1476463440,0.0088152228325,0
1476463500,0.006108406605,0
1476463560,0.010681744845399998,0
1476463620,0.009980569417240001,0
1476463680,0.0136108092646,0
1476463740,0.00914735672562,0
1476463800,0.009633068968100001,0
1476463860,0.00771861585877,0
1476463920,0.011446043504299999,0
1476463980,0.014733387636599999,0
1476464040,0.00553194272687,0
1476464100,0.0075639560945600015,0
1476464160,0.009489380331850001,0
1476464220,0.00578150536434,0
1476464280,0.002950326430300001,0
1476464340,0.00968195938415,0
1476464400,0.00774151743433,0
1476464460,0.007254706334819999,0
1476464520,0.00614311653291,0
1476464580,0.00771448206334,0
1476464640,0.008441646332000001,0
1476464700,0.00872438398599,0
1476464760,0.0324928356267,0
1476464820,0.011082566023,0
1476464880,0.00982097351755,0
1476464940,0.0101786950811,0
1476465000,0.0072430026355100015,0
1476465060,0.008852130474440001,0
1476465120,0.0266739516817,0
1476465180,0.007218426611180002,0
1476465240,0.00812172196127,0
1476465300,0.005726074132729999,0
1476465360,0.007239304894449999,0
1476465420,0.004144749120480001,0
1476465480,0.0053264390230299994,0
1476465540,0.00402178178793,0
1476465600,0.00823806126738,0
1476465660,0.009537834693530001,0
1476465720,0.00532853208401,0
1476465780,0.00798867305167,0
1476465840,0.004839802345270001,0
1476465900,0.006242519487270001,0
1476465960,0.008846130366299998,0
1476466020,0.00279997488327,0
1476466080,0.00572467875875,0
1476466140,0.00630445665009,0
1476466200,0.006739638912100001,0
1476466260,0.00557171088549,0
1476466320,0.00327527414738,0
1476466380,0.014602571325399999,0
1476466440,0.00677324998299,0
1476466500,0.006147791035770001,0
1476466560,0.00339318324923,0
1476466620,0.00518046546188,0
1476466680,0.00826251519649,0
1476466740,0.00534531145619,0
1476466800,0.008625312432959999,0
1476466860,0.00450302883366,0
1476466920,0.0029035639595799997,0
1476466980,0.0113868970894,0
1476467040,0.00503410817288,0
1476467100,0.0095562187458,0
1476467160,0.008702040560030001,0
1476467220,0.00825381155125,0
1476467280,0.0029095117412,0
1476467340,0.00395342590477,0
1476467400,0.0056522937332,0
1476467460,0.00386849995552,0
1476467520,0.00868845310584,0
1476467580,0.00471721874057,0
1476467640,0.00439105007125,0
1476467700,0.00288582526778,0
1476467760,0.00245725359004,0
1476467820,0.00859269556602,0
1476467880,0.0037610387164,0
1476467940,0.00172762997473,0
1476468000,0.00461884487453,0
1476468060,0.00397453093631,0
1476468120,0.00471634663183,0
1476468180,0.00571491114084,0
1476468240,0.00415610397629,0
1476468300,0.0036453970972699997,0
1476468360,0.00434188058041,0
1476468420,0.0057750866440000005,0
1476468480,0.00596729941063,0
1476468540,0.0042541289988400005,0
1476468600,0.00294451818608,0
1476468660,0.00669667883549,0
1476468720,0.0037688702528900003,0
1476468780,0.0046298334446699995,0
1476468840,0.00758750303058,0
1476468900,0.00388418047069,0
1476468960,0.00533118329458,0
1476469020,0.00282666141076,0
1476469080,0.00259816892049,0
1476469140,0.00211521254162,0
1476469200,0.0041690111856700005,0
1476469260,0.00304472348048,0
1476469320,0.00450977895532,0
1476469380,0.00546424964636,0
1476469440,0.0017516827338199998,0
1476469500,0.0016360585568700001,0
1476469560,0.00441075972881,0
1476469620,0.0036429726349699997,0
1476469680,0.00400331052478,0
1476469740,0.0037828588771099997,0
1476469800,0.0124789865399,0
1476469860,0.0067685754801400004,0
1476469920,0.00509048128193,0
1476469980,0.0011736665021300002,0
1476470040,0.00445087673092,0
1476470100,0.00290218602777,0
1476470160,0.00595334567076,0
1476470220,0.0013459951894500002,0
1476470280,0.00330353047061,0
1476470340,0.0049736187105699995,0
1476470400,0.0031027710383199998,0
1476470460,0.00174264768725,0
1476470520,0.0025955525942600003,0
1476470580,0.003508789984010001,0
1476470640,0.00383359816369,0
1476470700,0.0034988828287,0
1476470760,0.006278642231339999,0
1476470820,0.00206443837069,0
1476470880,0.00486739586586,0
1476470940,0.00253188865613,0
1476471000,0.00285265025125,0
1476471060,0.0031421903534299997,0
1476471120,0.000634877721633,0
1476471180,0.00236510658041,0
1476471240,0.00481908104158,0
1476471300,0.00342039304197,0
1476471360,0.00223519726228,0
1476471420,0.0030821892720199998,0
1476471480,0.00692452596529,0
1476471540,0.00216926584142,0
1476471600,0.0092766032411,0
1476471660,0.0008658121163810001,0
1476471720,0.0018868770309200002,0
1476471780,0.0027689278120700002,0
1476471840,0.00363946675783,0
1476471900,0.00170373419521,0
1476471960,0.0027195664573000005,0
1476472020,0.00260061082496,0
1476472080,0.00177034586088,0
1476472140,0.0029961993501,0
1476472200,0.0051963901675,0
1476472260,0.00397330998408,0
1476472320,0.00281514957537,0
1476472380,0.0014551832038800002,0
1476472440,0.00351806922102,0
1476472500,0.00364487383203,0
1476472560,0.0017335603141700002,0
1476472620,0.00315658014767,0
